time,latitude,longitude,depth,mag,magType,Magnitude,gap,dmin,rms,net
Juni,43.5582,142.6172,151.93,5.3,mww,5.3,59,0.56,0.6,us
Juni,37.8229,144.4386,10,4.6,mb,5.41464,137,3.952,0.72,us
Juni,43.5341,146.147,113.92,4.3,mb,5.27706,158,2.637,0.56,us
Juni,29.7339,142.3519,10,4.2,mb,5.23576,136,2.632,0.68,us
Juni,38.5605,144.5973,10,4.3,mb,5.27706,260,3.519,0.56,us
Juni,30.8075,141.9444,10,4.3,mb,5.27706,144,2.928,0.73,us
Juni,40.1891,142.7201,38.39,4.1,mb,5.19674,189,1.397,0.57,us
Juni,43.0045,145.2487,75.65,4.2,mb,5.23576,176,1.835,0.37,us
Juni,35.6419,140.3552,44.66,4.3,mb,5.27706,140,1.956,0.45,us
Juni,31.7709,131.7087,49.86,5,mb,5.63,113,1.102,1.16,us
Juni,38.6817,141.985,79.74,4.1,mb,5.19674,182,2.221,0.48,us
Juni,37.2356,141.3935,44.12,4,mwr,4,114,2.645,0.49,us
Juni,35.8605,140.8596,10,4.2,mb,5.23576,158,2.249,0.45,us
Juni,39.5924,140.4231,135.56,4.5,mb,5.3665,89,1.292,0.55,us
Juni,39.2381,142.2479,52.94,4.4,mb,5.32064,135,1.796,0.96,us
Juli,41.4989,142.1589,62.09,4.2,mb,5.23576,103,0.907,0.94,us
Juli,39.7542,142.049,59.74,4.3,mb,5.27706,188,1.279,0.59,us
Juli,41.9113,142.5143,55.49,4.4,mb,5.32064,108,0.49,0.99,us
Juli,38.6358,141.7642,70.23,4.2,mb,5.23576,154,2.217,0.56,us
Juli,36.6471,141.0365,51.3,4.4,mb,5.32064,126,2.277,0.71,us
Juli,40.4367,144.9976,10,4.3,mb,5.27706,137,2.1,0.67,us
Juli,44.7187,141.9308,242.35,4.5,mb,5.3665,81,0.764,0.86,us
Juli,30.3622,138.6493,443.14,4.1,mb,5.19674,102,2.918,0.61,us
Juli,43.1623,144.1745,102.65,4.2,mb,5.23576,142,1.37,0.74,us
Juli,33.6982,132.2509,52.54,4.5,mb,5.3665,78,1.355,0.94,us
Juli,37.206,134.9975,370.11,4.6,mb,5.41464,28,2.474,0.82,us
Juli,31.9552,141.6984,10,4.2,mb,5.23576,178,1.967,0.52,us
Juli,31.9596,143.6793,10,5.2,mb,5.75136,36,3.462,0.65,us
Juli,43.3356,144.2396,144.6,4.1,mb,5.19674,165,1.427,0.45,us
Juli,40.5044,141.8752,66.39,4.3,mb,5.27706,134,0.679,0.8,us
Juli,37.2826,143.7541,19.07,5.3,mww,5.3,84,4.08,0.75,us
Juli,37.0674,143.8249,10,4.4,mb,5.32064,128,4.294,0.95,us
Juli,32.0222,141.8193,10,4.7,mb,5.46506,128,2.013,0.65,us
Juli,31.1049,141.5498,19.28,4.5,mb,5.3665,104,2.487,0.7,us
Juli,39.8665,143.5958,11.74,4.6,mb,5.41464,117,2.143,0.58,us
Juli,33.2825,139.5273,11.53,5.4,mww,5.4,39,0.269,0.81,us
Juli,33.2096,139.4151,10,4.2,mb,5.23576,120,0.321,1.03,us
Juli,33.2742,139.4827,10,4.5,mb,5.3665,91,0.295,0.56,us
Juli,33.2932,139.5494,10,4.4,mb,5.32064,91,0.283,0.62,us
Juli,33.1046,139.3865,10,4.3,mb,5.27706,98,0.358,0.36,us
Juli,33.1641,139.4569,18.25,4.3,mb,5.27706,64,0.277,0.35,us
Juli,42.3657,144.3027,35,4.4,mb,5.32064,182,0.92,0.57,us
Juli,33.7477,141.7963,10,4.2,mb,5.23576,112,1.773,1.2,us
Juli,36.3146,137.6439,10,4.2,mb,5.23576,103,0.507,0.72,us
Juli,33.6171,131.825,63.64,5.2,mww,5.2,31,1.714,0.6,us
Juli,37.5737,141.8193,51.25,4.3,mb,5.27706,105,3.066,0.89,us
Juli,33.9999,133.8743,40.78,4.6,mb,5.41464,65,0.267,0.52,us
Juli,36.9787,139.1938,10,4.6,mb,5.41464,134,0.903,0.76,us
Juli,36.97,139.2056,10,4.5,mb,5.3665,120,0.907,0.61,us
Juli,32.2432,141.7377,10,4.6,mb,5.41464,138,1.84,0.67,us
Juli,37.4657,142.8409,10,4,mb,5.16,186,3.595,1.2,us
Juli,36.9628,142.3738,35,4.5,mb,5.3665,108,3.371,0.71,us
Juli,33.6621,141.044,73.86,4.3,mb,5.27706,123,1.164,1.02,us
Juli,30.4979,141.4301,10,4.3,mb,5.27706,132,2.95,0.88,us
Juli,31.7581,139.6253,151.7,4.4,mb,5.32064,121,1.362,0.68,us
Juli,29.7787,137.4628,509.22,4.1,mb,5.19674,75,3.885,0.86,us
Juli,41.4815,142.0615,55.88,5.2,mww,5.2,78,0.977,0.76,us
Juli,34.369,136.6864,368.25,4.2,mb,5.23576,39,1.018,0.78,us
Juli,37.3756,141.2536,92.47,4.6,mb,5.41464,97,2.576,0.69,us
Juli,36.616,140.9679,46.82,4.6,mb,5.41464,128,2.221,0.56,us
Juli,34.5615,136.619,353.89,4.4,mb,5.32064,34,0.855,0.63,us
Juli,36.3686,140.0385,79.3,4.6,mb,5.41464,142,1.485,0.6,us
Juli,35.3003,141.0774,37.55,4.5,mb,5.3665,118,2.418,1,us
Juli,36.6841,141.5677,42.87,4.6,mb,5.41464,139,2.706,0.71,us
Juli,40.1664,142.4207,40.48,4.5,mb,5.3665,126,1.207,0.76,us
Juli,33.4784,141.15,35,4.2,mb,5.23576,135,1.176,0.55,us
Juli,29.5589,142.4591,10,4.6,mb,5.41464,137,4.223,0.88,us
Juli,33.8647,134.5869,41.43,4.7,mb,5.46506,82,0.606,0.6,us
Juli,43.3488,141.6214,167.77,5,mww,5,81,1.043,0.61,us
Juli,33.8656,141.9196,10,4.3,mb,5.27706,149,1.912,0.44,us
Agustus,34.4672,139.758,123.4,4.3,mb,5.27706,126,1.316,0.49,us
Agustus,35.0453,133.0453,20.81,4.4,mb,5.32064,109,1.479,0.67,us
Agustus,36.1783,141.8431,27.47,4.7,mb,5.46506,115,2.955,0.48,us
Agustus,36.2416,141.9017,15.48,4.4,mb,5.32064,117,2.994,0.94,us
Agustus,42.8193,140.9553,146.05,4.5,mb,5.3665,58,1.763,0.55,us
Agustus,36.2176,141.8978,16.03,4.5,mb,5.3665,117,2.994,0.97,us
Agustus,36.1727,141.9275,17.2,4.6,mb,5.41464,126,3.024,0.46,us
Agustus,33.0535,137.0409,400.49,4,mb,5.16,88,1.878,0.52,us
Agustus,36.1948,141.9343,16.99,5,mww,5,83,1.587,0.4,us
Agustus,36.1162,142.1782,10,4.4,mb,5.32064,133,3.233,0.22,us
Agustus,36.1978,141.9399,35,4.5,mb,5.3665,137,3.03,0.52,us
Agustus,36.1887,142.0747,20.12,4.6,mb,5.41464,131,3.139,0.57,us
Agustus,36.8907,141.9864,35,4.5,mb,5.3665,139,3.055,0.58,us
Agustus,37.3504,142.2019,37.13,4.7,mb,5.46506,79,3.298,0.56,us
Agustus,36.0981,142.1045,27,5.8,mww,5.8,40,1.657,0.76,us
Agustus,36.1586,142.1403,21.93,4.9,mb,5.57274,138,3.196,0.81,us
Agustus,36.2381,141.9013,23.53,4.9,mb,5.57274,127,2.994,0.7,us
Agustus,36.2148,141.9301,26.41,4.7,mb,5.46506,89,1.595,0.71,us
Agustus,36.1397,142.1001,10,5.2,mww,5.2,48,1.673,0.9,us
Agustus,36.1692,142.3469,10,4.5,mb,5.3665,132,3.36,1,us
Agustus,36.3955,141.7489,24.63,4.4,mb,5.32064,138,2.857,0.67,us
Agustus,36.2437,141.9691,10,4.5,mb,5.3665,132,3.048,0.7,us
Agustus,36.1542,142.3022,10,4.2,mb,5.23576,145,3.326,0.63,us
Agustus,36.2211,142.1031,10,4.1,mb,5.19674,190,3.158,0.71,us
Agustus,36.0787,142.1689,10,4.5,mb,5.3665,192,3.231,1.11,us
Agustus,36.2494,142.0744,10,4.4,mb,5.32064,145,3.132,0.66,us
Agustus,36.1428,142.0719,10,4.9,mb,5.57274,118,3.143,0.74,us
Agustus,36.1767,141.7882,23.5,4.5,mb,5.3665,117,2.911,0.78,us
Agustus,36.077,142.2197,10,4.4,mb,5.32064,133,3.272,0.77,us
Agustus,36.1619,141.9568,19.79,4.3,mb,5.27706,153,3.049,0.4,us
Agustus,36.2281,141.9604,30.67,4.3,mb,5.27706,155,3.043,0.4,us
Agustus,36.2756,141.9541,36.29,4.2,mb,5.23576,197,3.032,0.66,us
Agustus,36.1722,142.1333,10,4.3,mb,5.27706,172,3.189,0.56,us
Agustus,36.2458,142.0116,32.29,4.2,mb,5.23576,180,3.082,0.4,us
Agustus,36.15,141.8218,35,4.1,mb,5.19674,216,2.942,0.52,us
Agustus,36.2425,141.9935,12.57,4.8,mww,4.8,103,3.067,0.44,us
Agustus,36.258,142.0519,10,4.8,mb,5.51776,118,3.113,0.96,us
Agustus,36.1826,142.3371,10,4.6,mb,5.41464,119,3.351,0.77,us
Agustus,36.1778,141.8625,14,5.4,mww,5.4,42,2.971,0.63,us
Agustus,36.1178,141.9632,30.51,4.1,mb,5.19674,170,3.06,0.98,us
Agustus,36.2078,141.8615,34.14,4.8,mb,5.51776,65,2.966,0.76,us
Agustus,36.1777,141.9808,10,4.8,mb,5.51776,117,3.066,0.8,us
Agustus,36.8278,141.2449,41.72,4.5,mb,5.3665,118,2.457,0.45,us
Agustus,36.2094,142.1607,21.68,4.2,mb,5.23576,133,3.206,0.51,us
Agustus,36.2366,141.8954,27.08,4.8,mb,5.51776,126,2.989,0.54,us
Agustus,36.124,142.0166,10,4.4,mb,5.32064,141,3.102,0.83,us
Agustus,35.8782,142.529,10,4.2,mb,5.23576,193,3.552,0.66,us
Agustus,36.6575,141.3199,41.7,4.3,mb,5.27706,102,2.506,0.46,us
Agustus,32.6158,141.7764,10,4.4,mb,5.32064,90,1.725,0.55,us
Agustus,36.2666,141.5916,35,4.5,mb,5.3665,85,2.742,0.71,us
Agustus,38.6621,141.1684,108.56,4.5,mb,5.3665,139,2.126,0.6,us
Agustus,41.4144,142.0761,64.73,4,mb,5.16,133,0.986,0.33,us
Agustus,43.1193,146.4227,67.47,4.4,mb,5.32064,136,2.652,0.65,us
Agustus,36.4659,141.4276,37.3,4.4,mb,5.32064,98,2.594,0.46,us
Agustus,40.9394,142.9894,43.92,4.3,mb,5.27706,144,1.082,0.96,us
Agustus,34.9341,140.3363,66.81,4.6,mb,5.41464,107,1.79,0.98,us
Agustus,36.5733,141.0737,35,4.5,mb,5.3665,159,2.306,0.96,us
Agustus,29.5407,141.1185,58.86,4.6,mb,5.41464,106,2.61,1.31,us
Agustus,36.7118,141.8126,11.85,4.5,mb,5.3665,140,2.903,1.12,us
Agustus,35.4524,136.3642,10,4.3,mb,5.27706,114,0.552,1.06,us
Agustus,32.7517,141.9307,10,4.8,mb,5.51776,112,1.816,0.65,us
Agustus,34.974,133.0558,10,4.5,mb,5.3665,98,1.413,0.9,us
Agustus,29.6565,141.4379,39.23,5.1,mww,5.1,94,2.634,0.56,us
Agustus,29.5117,141.2019,31.33,4.3,mb,5.27706,121,2.558,0.65,us
Agustus,29.4973,141.3068,41.27,4.5,mb,5.3665,91,2.514,0.92,us
Agustus,41.4839,142.022,57.49,4.3,mb,5.27706,131,1.001,0.52,us
Agustus,44.735,144.7527,10,4.3,mb,5.27706,121,1.665,0.94,us
Agustus,35.6839,140.4007,48.05,4.4,mb,5.32064,122,1.97,0.83,us
Agustus,44.7244,144.7547,23.35,4.4,mb,5.32064,144,1.663,0.49,us
Agustus,41.958,142.7306,73.29,4.2,mb,5.23576,116,0.323,0.38,us
Agustus,33.7652,141.5463,10,4.7,mb,5.46506,112,1.587,0.65,us
Agustus,36.0387,142.4909,10,5.2,mww,5.2,59,3.495,0.55,us
Agustus,37.582,141.7748,56.96,5.3,mb,5.81546,46,3.035,1.07,us
Agustus,40.1927,141.3309,97.72,4.4,mb,5.32064,137,0.629,0.87,us
Agustus,40.7181,145.072,10,4.7,mb,5.46506,124,1.938,0.81,us
Agustus,31.5274,142.694,10,4.2,mb,5.23576,114,2.907,0.67,us
Agustus,39.3093,143.6793,19.68,4.3,mb,5.27706,150,2.492,1.17,us
Agustus,35.7959,135.5134,358.19,4.2,mb,5.23576,45,1.313,0.6,us
Agustus,29.6809,141.5611,38.78,4.8,mb,5.51776,101,2.633,0.44,us
Agustus,36.1057,140.1731,44.85,4.3,mb,5.27706,144,1.644,0.95,us
Agustus,29.6692,141.4309,40.06,5.1,mww,5.1,51,2.648,0.72,us
Agustus,29.5685,141.4937,35,4.4,mb,5.32064,136,2.537,1.03,us
Agustus,29.6495,141.2841,34.93,4.5,mb,5.3665,111,2.665,0.7,us
Agustus,35.9065,142.6939,10,4.5,mb,5.3665,111,3.661,0.65,us
Agustus,29.6189,141.4545,35,4.4,mb,5.32064,67,2.594,0.89,us
Agustus,36.4446,141.1201,34.35,4.8,mb,5.51776,128,1.309,0.78,us
Agustus,36.4405,141.2803,26.49,5,mww,5,95,1.376,1.09,us
Agustus,37.3693,140.3184,103.86,4.3,mb,5.27706,128,1.88,1.24,us
Agustus,35.9253,143.1154,10,4.5,mb,5.3665,171,3.909,0.67,us
Agustus,30.9932,130.3913,165.49,4.3,mb,5.27706,121,0.517,0.76,us
Agustus,33.8182,135.3042,33.63,4,mb,5.16,106,1.192,0.46,us
Agustus,42.5469,141.6087,106.81,3.9,mb,5.12554,90,1.266,0.6,us
September,37.6853,141.8461,55.59,4.3,mb,5.27706,129,3.123,0.71,us
September,37.7211,141.6871,65.05,4.6,mb,5.41464,127,3.018,0.85,us
September,41.4409,142.158,57.88,4.2,mb,5.23576,136,0.942,0.65,us
September,29.6195,141.3338,34.79,4.4,mb,5.32064,93,2.623,1.1,us
September,39.489,144.7136,10,4.4,mb,5.32064,145,2.786,0.96,us
September,29.1912,142.5831,10,4.6,mb,5.41464,190,2.117,0.79,us
September,41.2635,142.5583,48.51,4.6,mb,5.41464,124,0.874,0.42,us
September,38.0576,144.7289,10,4.4,mb,5.32064,136,3.936,0.85,us
September,42.697,145.0948,49.73,4.7,mb,5.46506,122,1.589,0.8,us
September,31.1673,131.4674,45.94,4.6,mb,5.41464,102,0.932,0.95,us
September,35.3614,141.3875,35,4.5,mb,5.3665,100,2.592,0.24,us
September,39.1866,141.8615,74.52,4.5,mb,5.3665,139,1.714,0.39,us
September,30.6161,141.912,14.12,4.6,mb,5.41464,131,3.065,0.59,us
September,33.4062,141.1856,32.02,4.6,mb,5.41464,100,1.185,1.01,us
September,37.1179,141.5455,7.34,4.2,mb,5.23576,205,2.738,0.69,us
September,29.353,142.1801,10,5.4,mww,5.4,46,2.248,0.54,us
September,42.7934,143.4135,101.08,4.2,mb,5.23576,156,0.8,0.89,us
September,31.0311,139.6106,151.6,4.3,mb,5.27706,100,2.085,0.89,us
September,40.9779,142.5441,55.74,4.2,mb,5.23576,151,1.133,0.53,us
September,41.1445,143.1013,38.37,4.2,mb,5.23576,151,0.87,0.89,us
September,38.7574,144.2236,10,4.4,mb,5.32064,131,3.169,0.74,us
September,33.0546,132.0425,49.05,4.5,mb,5.3665,84,1.676,1.01,us
September,29.8833,139.0553,431.72,4.7,mb,5.46506,75,3.286,0.55,us
September,37.8372,141.9857,42.47,4.4,mb,5.32064,129,3.033,0.64,us
September,34.8195,139.9499,57.26,4.2,mb,5.23576,130,0.571,0.68,us
September,39.3386,142.5974,49.34,4.9,mb,5.57274,141,1.866,0.75,us
September,32.4784,137.8572,370,5.8,mww,5.8,18,1.743,0.9,us
September,35.0744,140.7817,81.76,4.4,mb,5.32064,137,2.112,0.54,us
September,30.4392,140.19,10,4.7,mb,5.46506,94,2.687,0.51,us
September,38.5782,142.355,35,4.6,mb,5.41464,142,2.422,0.8,us
September,37.457,137.2513,10,4.9,mwr,4.9,52,1.186,0.85,us
September,37.7637,141.6016,47.97,4.5,mb,5.3665,121,2.972,0.83,us
September,38.1671,141.7744,45.53,4.4,mb,5.32064,136,2.675,1.2,us
September,34.2715,141.1012,10,4.6,mb,5.41464,183,1.575,0.61,us
September,36.4505,140.493,72.26,4.4,mb,5.32064,145,1.842,0.69,us
September,36.2633,137.7364,10,5.1,mww,5.1,119,0.47,0.68,us
September,36.276,137.6419,6.46,4.2,mb,5.23576,91,0.527,0.51,us
September,37.5858,142.1042,35,4.4,mb,5.32064,98,3.285,0.5,us
September,29.6532,142.3847,10,5.2,mww,5.2,64,2.554,0.46,us
September,38.1509,141.8037,62.51,4.5,mb,5.3665,162,2.696,0.51,us
September,29.7072,138.8884,414.21,4.3,mb,5.27706,61,3.488,0.93,us
September,29.0401,141.7576,34.98,4.6,mb,5.41464,97,1.973,0.79,us
September,30.6821,131.2671,38.37,4.5,mb,5.3665,126,3.759,0.73,us
September,29.6271,139.1557,424.15,4.5,mb,5.3665,104,3.522,0.49,us
September,38.5989,142.0474,59.21,4.6,mb,5.41464,142,2.315,1.03,us
September,36.7082,141.1596,51.68,4.6,mwr,4.6,120,2.379,0.48,us
September,38.1263,141.9171,57.48,4.3,mb,5.27706,143,2.74,0.55,us
September,36.4576,140.6943,57.6,4.5,mb,5.3665,128,2.008,0.31,us
September,38.8937,135.4444,364,6.1,mww,6.1,13,3.206,0.82,us
September,41.0094,142.1415,53.04,4.4,mb,5.32064,133,0.845,0.7,us
September,31.8713,141.3069,29.42,4.2,mb,5.23576,170,15.682,0.47,us
September,38.5137,141.9969,67.62,4.6,mb,5.41464,126,2.384,0.57,us
September,29.7505,142.0194,10,4.2,mb,5.23576,281,7.036,0.42,us
Oktober,42.362,144.5444,71.32,4.1,mb,5.19674,170,1.087,0.84,us
Oktober,29.3928,142.6016,10,4.4,mb,5.32064,112,2.318,1.03,us
Oktober,37.4618,137.1153,10,4.4,mb,5.32064,89,1.263,0.86,us
Oktober,34.3564,141.6277,10,4.6,mb,5.41464,134,1.953,0.48,us
Oktober,38.1597,142.0234,45.5,4.5,mb,5.3665,116,2.729,1.16,us
Oktober,39.2062,144.297,10,4.1,mb,5.19674,132,2.936,0.38,us
Oktober,40.3277,143.9091,10,4.4,mb,5.32064,137,1.778,0.85,us
Oktober,40.076,142.2531,44.77,5.7,mww,5.7,15,1.153,0.86,us
Oktober,40.1318,142.1822,56.89,4.4,mb,5.32064,185,1.076,0.57,us
Oktober,31.2593,131.471,35,5.9,mww,5.9,38,0.905,1.36,us
Oktober,35.5771,140.0698,62,5.9,mww,5.9,29,1.788,1.12,us
Oktober,31.8288,137.9307,377.87,4.1,mb,5.19674,134,2.044,0.37,us
Oktober,35.5528,140.1119,69.52,4.4,mb,5.32064,148,1.806,0.92,us
Oktober,29.6733,142.2134,10,4.4,mb,5.32064,166,3.997,0.74,us
Oktober,35.5564,140.1705,73.39,4.3,mb,5.27706,214,1.869,0.48,us
Oktober,42.4005,141.9753,92.66,4.6,mb,5.41464,75,0.958,0.57,us
Oktober,40.0765,142.2057,52.66,5,mb,5.63,72,1.125,0.72,us
Oktober,42.3455,143.0753,61.69,4.9,mb,5.57274,111,0.335,0.49,us
Oktober,30.0983,142.8481,10,5.2,mb,5.75136,47,3.968,0.85,us
Oktober,39.564,142.5149,35,4.1,mb,5.19674,178,1.653,0.33,us
Oktober,30.6667,138.6685,386.29,4.1,mb,5.19674,136,2.628,0.67,us
Oktober,32.4545,133.1539,12.63,4.6,mb,5.41464,98,1.41,0.88,us
Oktober,29.4073,130.7267,20.69,5.1,mb,5.68954,126,2.108,0.78,us
Oktober,40.9682,142.1452,67.87,4.8,mb,5.51776,110,0.838,0.41,us
Oktober,38.2759,141.5402,71.21,4.6,mb,5.41464,130,2.537,0.8,us
Oktober,41.5451,142.8623,44.38,5.1,mww,5.1,97,0.518,0.76,us
Oktober,41.4511,142.9168,41.17,4.3,mb,5.27706,134,0.591,0.51,us
Oktober,41.6475,142.7875,51.73,4.5,mb,5.3665,63,0.459,0.78,us
Oktober,41.5049,143.0525,36.35,4.5,mb,5.3665,120,0.515,1.12,us
Oktober,32.1004,138.2208,335.52,5.5,mww,5.5,30,1.682,0.87,us
